2.37	90.84	318.8969287
2.20	89.29	311.6228376
2.46	92.27	315.3201078
1.92	91.42	317.2642828
1.47	95.74	316.9393735
0.99	97.16	317.5666339
1.41	93.56	316.441298
1.13	95.60	316.3143046
0.83	97.02	316.1415155
0.28	98.46	314.7928395
0.06	99.46	314.5446726
0.09	99.68	315.1529841
0.47	96.48	315.6899877
0.21	97.21	314.5211222
-0.03	99.51	313.5400532
-0.15	99.61	313.1903179
-0.14	99.67	313.6260993
-0.16	99.89	313.65733
-0.18	99.84	315.6045116
-0.10	99.67	314.5956398
-0.07	99.73	313.3791697
-0.29	99.83	313.5062968
-0.27	100.00	314.6379907
-0.18	99.89	314.2260693
-0.28	99.94	314.9648515
-0.25	99.83	314.9892527
-0.17	99.95	314.299274
-0.10	99.89	314.7056744
-0.07	99.84	314.8984569
-0.28	99.89	314.2398813
-0.27	99.78	314.3749143
-0.43	99.94	313.5030756
-0.43	99.94	310.6525796
-0.44	99.83	307.6385953
-0.60	99.89	308.0965994
-0.40	99.66	306.7104
-0.01	98.60	306.7104
0.22	96.94	305.3241341
0.67	95.07	306.6717259
2.16	89.65	293.0142314
2.07	87.86	291.1199401
3.65	80.99	278.1565196
3.97	81.43	295.5489731
3.21	85.27	305.2403606
2.74	88.67	306.184725
3.23	86.33	304.6189611
3.02	87.06	304.0218407
3.82	83.49	299.8678633
4.27	78.94	292.6247027
3.21	85.80	295.0445177
2.74	90.66	307.721223
2.29	92.38	305.8527278
1.36	94.43	309.5242486
0.98	95.79	312.75875
0.62	97.09	316.2288476
0.22	98.12	316.0441434
0.21	98.71	316.3822775
0.01	99.13	316.7122248
0.11	99.40	316.920239
0.14	99.46	310.570131
0.24	99.20	299.9530368
0.19	98.98	294.1626485
0.14	98.92	303.0339746
0.22	98.98	307.0825107
0.19	98.87	302.3178562
0.22	98.82	290.5516211
0.16	97.47	290.9414234
0.29	97.71	301.4120173
0.17	98.12	303.9088551
0.26	97.38	303.5994392
0.44	96.47	304.7308436
0.35	97.24	308.4912209
0.16	97.95	312.8571606
0.07	98.65	314.592576
0.05	98.91	312.927786
-0.04	94.98	306.3430904
-0.12	95.01	303.3285852
-0.07	91.95	301.8728727
-0.35	98.32	299.4321068
-0.59	98.92	295.4047901
-0.70	98.91	292.8369593
-0.87	98.78	284.1923608
-1.18	99.29	270.9881151
-1.29	98.87	262.3103977
-0.80	96.42	283.0647483
-0.35	94.35	276.5783986
0.36	90.61	275.7821987
-0.01	90.85	295.0768324
-0.14	90.76	301.1620766
0.01	90.48	305.339226
1.35	85.21	295.536905
2.39	80.83	284.3880702
2.32	80.96	286.9946392
1.94	77.99	270.7195504
2.11	76.23	284.0957965
2.77	72.85	276.6149824
2.32	72.50	285.6889503
1.28	85.10	285.0978829
0.34	87.13	296.9861924
1.08	82.69	260.6996954
0.23	90.02	266.0403102
-0.20	94.25	271.7813992
-0.79	96.26	259.2530182
-1.41	97.70	260.6267224
-1.56	98.17	261.2450164
-2.19	98.92	220.4326647
-2.84	99.93	221.5751846
-3.08	100.00	214.5831045
-3.34	100.00	212.2120473
-3.73	100.00	211.0442799
-4.23	100.00	210.3927496
-4.36	100.00	214.0051843
-4.28	100.00	222.5634144
-4.09	99.93	242.5296242
-4.11	99.78	246.4522282
-4.06	99.93	241.947051
-4.12	99.70	242.4051661
-4.05	99.63	255.0297825
-3.97	99.56	234.6592999
-4.29	99.70	221.5883176
-4.34	99.92	215.420821
-4.11	100.00	221.577087
-4.80	100.00	211.0126189
-4.89	100.00	207.0947135
-5.07	99.92	208.5035435
-5.17	99.92	220.2079337
-4.83	99.46	262.4772867
-4.89	98.20	254.7257678
-5.22	98.47	243.0730221
-5.11	98.41	256.6200291
-4.73	98.92	258.9212013
-4.57	98.09	240.2012297
-4.61	97.39	209.298343
-3.51	94.06	207.5992119
-2.97	92.42	212.9933444
1.03	82.58	225.3830693
3.37	72.46	223.5579
-0.10	87.71	221.7325739
1.01	79.16	232.2076669
1.91	76.00	250.3051907
0.93	77.14	277.6907997
0.84	78.09	275.8994258
2.29	68.71	258.4034787
1.66	72.90	268.7112429
0.44	77.41	274.0937115
0.31	76.00	259.6334095
0.14	79.72	248.3194219
0.07	81.13	253.3594136
-0.38	88.36	268.3977199
-0.73	90.54	280.9332508
-1.29	95.03	285.0270964
-1.70	96.79	268.4815858
-1.98	97.73	269.3044769
-2.03	98.10	284.9451906
-1.83	97.51	288.6775137
-2.04	97.78	288.1423841
-2.00	97.10	291.7219901
-2.06	96.70	291.0392896
-2.04	96.90	289.3163973
-2.22	97.37	286.3148129
-2.15	97.77	283.7539717
-2.37	98.18	279.4162786
-2.37	98.31	281.656207
-2.34	98.51	279.8204065
-2.34	99.09	271.3531086
-2.60	99.61	256.177267
-2.56	99.48	281.6410607
-2.31	98.32	294.1050449
-2.20	98.08	296.6817533
-2.00	97.54	298.6952867
-1.98	97.29	300.0288842
-1.85	96.82	299.4844832
-1.79	97.77	298.7600934
-1.95	98.37	299.361129
-1.85	98.32	300.8237548
-1.72	98.46	300.5216245
-1.65	98.53	301.8265356
-1.75	98.70	302.2171443
-1.76	98.95	302.6361771
-1.67	98.95	302.9288284
-1.60	99.14	303.7956991
-1.53	99.09	303.5852794
-1.33	99.16	304.6548607
-0.77	97.55	303.9202923
0.05	94.04	302.5032116
0.21	93.35	303.1198794
1.46	88.27	298.3435903
1.47	87.30	301.9326059
1.55	86.90	304.2428991
0.98	89.01	305.916299
0.89	90.20	305.6341342
1.36	88.34	307.7276685
0.94	91.36	308.6230725
0.67	93.51	308.9781249
0.54	94.23	309.1084337
0.67	94.65	307.1436124
0.52	95.35	308.1251017
0.02	97.39	307.6659011
-0.07	98.25	305.8125211
-0.36	99.05	306.5842207
-0.45	98.98	306.7916302
-0.42	98.65	305.7824464
-0.56	98.75	306.2946478
-0.39	99.05	306.5886273
-0.34	98.88	308.3702546
-0.54	99.09	306.3135205
-0.50	99.04	307.1252514
-0.77	99.42	302.1432558
-0.99	99.47	304.0259074
-0.99	99.00	294.6307344
-1.16	98.22	280.9075475
-1.22	98.69	298.2567865
-1.32	98.86	274.8440659
-1.87	99.19	243.6391588
-2.31	99.87	246.9949442
-2.53	100.00	264.7476918
-2.38	99.87	298.1308682
-2.35	99.22	294.9223731
-2.39	98.63	292.3211723
-2.52	98.30	297.2154401
-2.63	97.75	300.3373588
-2.32	97.74	300.982116
-2.33	97.74	300.8728291
-2.30	97.35	300.8897667
-2.26	96.79	300.2486624
-2.43	96.93	298.7371793
-2.59	96.31	296.7369139
-2.34	95.79	290.7210124
-2.10	94.42	290.2036077
-1.61	92.52	293.4569893
-1.23	92.90	297.4702743
-0.98	92.46	301.9281726
-0.90	92.20	294.9535001
1.46	82.07	255.9068223
0.68	86.88	283.4470508
0.19	90.75	303.6966222
-0.05	92.12	305.9714137
0.26	91.73	307.5454247
0.65	89.91	308.7362735
1.36	87.24	311.2106712
1.34	87.40	311.2827234
1.30	87.45	310.7289803
1.10	88.67	309.5751034
0.97	89.54	311.4774538
0.61	92.02	310.4542762
0.30	92.16	308.8901884
0.06	93.22	307.9767739
-0.21	94.24	307.0206241
-0.45	95.83	307.0574024
-0.62	96.92	306.3080595
-0.81	95.55	305.9247033
-0.82	95.20	305.7764139
-0.80	95.26	305.4511237
-0.90	95.58	305.3405287
-0.88	96.17	304.8806347
-0.89	96.63	305.0715012
-1.04	96.65	304.5391455
-1.13	95.92	304.1394918
-1.27	95.81	303.6953929
-1.39	95.78	303.4330184
-1.32	95.56	303.3197413
-1.39	95.78	302.4508308
-1.46	96.43	301.5568555
-1.51	97.50	276.9137418
-1.82	97.94	280.3640303
-1.89	98.63	274.5566016
-2.12	98.79	278.6983574
-2.08	98.60	298.9321048
-1.86	98.25	297.1871239
-1.83	97.76	300.0254739
-1.88	95.88	294.2194639
-1.93	95.35	294.0543669
-1.78	95.97	296.4922841
-1.83	96.76	296.6541045
-1.65	96.99	300.0089037
-1.47	97.09	299.366144
-1.20	96.44	297.3181701
-0.59	94.10	290.4309677
0.04	91.63	298.009875
0.04	91.90	303.0337383
0.92	88.23	304.4953564
1.11	86.93	305.3102236
2.17	83.88	305.6581354
3.04	79.09	300.0870882
3.57	77.43	300.4029905
2.54	82.94	299.114579
2.14	84.58	301.1299738
2.50	84.75	309.8408911
2.08	87.43	313.1318428
2.29	87.43	312.9607387
1.83	91.12	312.8259973
1.73	90.73	312.7634278
1.69	91.80	307.5628092
1.23	94.58	307.3775907
0.49	97.17	311.7745275
0.27	98.56	311.3383511
0.13	99.19	311.3307134
0.12	99.46	312.6293738
0.01	99.78	312.1001314
0.12	99.84	307.3151791
0.21	99.95	304.8664133
0.25	99.89	303.4439782
0.24	99.95	308.356323
0.29	100.00	296.5686675
0.20	99.95	298.5102741
0.20	100.00	289.3199209
0.23	100.00	296.7231034
0.30	100.00	290.0410611
-0.16	99.94	272.5424981
-0.23	100.00	280.6178552
-0.02	100.00	299.0010996
0.10	100.00	304.2099078
0.00	100.00	307.7478321
0.18	100.00	312.1429263
0.14	100.00	313.030749
0.21	100.00	313.9863067
0.27	100.00	314.8784488
0.43	100.00	314.408942
0.15	100.00	306.2116463
0.18	100.00	312.6569619
0.38	99.95	315.1138309
0.20	100.00	303.9789938
0.41	99.95	309.3381386
0.28	99.89	302.111717
0.40	99.47	277.513695
1.09	97.37	276.1511332
1.55	95.66	285.6174879
2.63	92.52	310.5730913
2.38	92.88	315.9355736
2.50	91.25	318.9411722
2.83	90.13	321.837151
2.76	91.58	322.731076
2.74	92.00	322.3529581
2.99	92.30	324.0340844
3.00	93.28	323.6272044
3.38	93.76	323.8067423
3.32	94.34	318.1846722
3.37	92.85	310.3695063
3.17	93.16	304.5426771
2.22	96.85	318.890803
2.07	97.52	317.4791253
2.10	95.74	319.5969937
1.62	98.11	321.8201033
1.69	99.04	321.8446765
1.45	99.41	321.6222576
1.41	99.66	321.0304385
1.52	99.80	322.0339532
1.58	99.76	322.8771111
2.04	99.67	323.7609923
2.38	99.00	325.5696318
2.43	97.90	325.1624126
2.33	99.12	324.9693916
2.62	97.48	324.4102813
2.39	98.21	323.701838
2.43	96.19	324.4304722
2.04	98.68	324.0756158
2.06	98.08	323.4653097
2.00	98.91	323.1603334
2.28	97.87	321.8862374
1.88	99.05	319.4979156
1.70	99.52	320.7585769
1.88	99.57	320.5832208
1.92	98.62	318.4597266
1.60	98.07	316.392834
1.73	97.12	312.7395833
1.75	95.30	309.8482478
1.78	93.53	314.2262616
1.61	91.23	306.3195648
1.70	90.21	314.3973168
1.31	95.35	316.0130982
0.85	97.90	315.5385732
0.66	97.87	315.6916199
0.82	97.07	315.171881
0.92	96.84	314.2224854
1.16	95.04	312.4486517
1.33	92.20	310.8794193
1.50	86.61	310.4995419
1.37	88.25	312.0818481
2.23	85.62	306.0340778
2.39	83.25	301.5311589
2.79	81.56	296.465978
2.85	80.82	304.4788122
2.87	81.88	311.5929893
3.07	83.64	309.2299555
3.22	82.67	310.6603484
2.60	88.03	316.6827562
2.16	91.72	312.8782971
2.25	92.09	302.6599636
1.48	95.05	300.171865
1.12	96.49	313.0103449
0.70	97.77	315.4613063
0.50	98.90	305.6800102
0.30	99.36	312.8042758
0.22	99.57	306.8094624
0.26	99.63	311.6547752
0.20	99.62	298.0206795
0.25	99.89	292.6823848
0.18	99.73	304.7423048
0.18	99.78	308.2602524
0.26	99.68	306.5975614
0.20	99.84	310.3501714
0.26	99.68	308.2098048
0.29	99.79	312.3131491
0.36	100.00	314.0724835
0.32	99.84	313.1117462
0.30	99.68	313.3557455
0.19	99.78	313.8008448
0.17	99.84	312.5903967
0.23	99.89	312.9342844
0.13	99.78	312.8633931
0.22	99.84	312.2927331
0.19	99.79	311.5118083
0.06	99.57	309.1126359
0.10	99.51	310.5331061
0.12	99.68	310.5815517
0.06	99.46	310.8575346
-0.02	99.62	312.9517221
0.07	99.67	314.1293672
0.02	99.78	313.3723409
0.15	99.52	313.7021617
0.25	99.04	312.8775254
0.31	98.03	312.9139709
0.63	97.36	312.9774879
0.75	96.34	311.1519146
1.26	94.04	309.2336559
1.36	93.64	311.0877202
1.86	92.39	313.8208956
2.63	87.87	314.5436089
2.73	89.52	314.1934943
4.68	80.79	306.3753226
4.06	84.92	310.3847322
3.80	88.57	314.2829966
3.71	91.44	323.466212
3.06	94.92	319.5563443
3.17	95.66	319.9111323
2.95	97.44	320.6599789
2.93	97.40	322.3651358
2.88	96.72	319.8592298
2.62	97.20	317.768805
2.13	98.13	301.696009
1.73	98.80	304.465689
1.54	99.12	315.004538
1.67	99.42	317.3213963
1.71	99.52	318.1625175
1.59	99.51	316.7147277
1.53	99.56	318.8148447
1.50	99.61	316.4030979
1.41	99.70	315.0441029
1.35	99.75	311.4353222
1.16	99.75	300.8731596
0.79	99.74	257.1336065
0.60	99.95	246.0521449
0.08	100.00	243.2118696
-0.17	100.00	242.6355783
-0.20	100.00	242.5799982
-0.22	100.00	242.7584174
-0.44	100.00	242.0871487
-0.47	100.00	241.7574746
-0.45	100.00	260.4312423
-0.42	100.00	295.4004068
-0.35	100.00	303.890851
-0.14	100.00	312.9642298
0.01	100.00	314.2172106
0.17	100.00	311.9865572
0.27	100.00	310.5249323
-0.08	100.00	293.6411824
-0.16	100.00	306.80134
0.07	100.00	311.5523095
0.45	99.74	309.5469428
1.14	97.45	306.8313718
1.81	94.61	302.0539544
2.86	91.00	294.0411167
3.69	86.98	286.1618005
4.30	82.56	302.1383028
6.33	72.24	295.8871677
7.70	67.08	302.8827433
7.62	67.68	304.3608421
8.78	62.48	269.0427905
9.17	60.39	258.2004207
9.17	60.16	259.3746313
9.24	59.47	260.3309079
9.03	59.94	260.1572783
8.82	60.55	260.1344617
8.44	62.40	259.7163192
6.66	72.00	256.0997223
4.39	84.60	252.1210307
3.33	90.51	249.6292149
2.38	94.37	247.5947091
1.68	96.24	245.9309713
1.24	97.26	244.7188376
0.75	98.04	242.6005047
0.64	98.75	242.0834774
0.32	99.20	241.4427272
0.58	99.79	242.6179804
0.28	99.84	242.0473629
0.02	99.89	241.208809
-0.20	100.00	241.2198497
-0.28	100.00	240.4812384
-0.49	100.00	239.6778622
-0.77	100.00	238.5652675
-0.96	100.00	237.792069
-1.04	100.00	237.7140411
-1.32	100.00	237.9530655
-1.48	100.00	237.6250838
-1.37	100.00	238.1813103
-1.28	100.00	272.7526276
-0.86	100.00	303.8208524
-0.61	100.00	300.700824
-0.49	100.00	288.4934407
-0.39	100.00	303.9552365
-0.26	100.00	311.4425126
0.02	100.00	317.8713112
0.21	100.00	319.5320879
0.93	100.00	321.0314038
1.23	99.95	321.0875138
1.13	100.00	321.7011028
1.56	99.76	322.7876076
2.10	99.26	324.1637668
2.50	98.45	322.0653123
2.93	96.77	324.5644126
3.10	91.57	323.3111269
3.50	92.22	321.7170277
3.94	86.02	321.1297222
3.28	92.25	322.083364
2.82	91.72	321.1081458
2.90	91.31	320.5063639
2.62	91.17	319.2588853
2.97	85.23	314.4015616
2.61	85.82	306.7504586
1.90	88.73	306.682981
1.68	89.02	308.4837178
1.81	83.84	309.36528
1.22	87.92	308.2523172
0.83	90.11	312.921324
0.18	97.16	314.2278436
0.04	99.13	312.8664189
-0.18	99.61	309.0109352
-0.36	99.83	308.9964287
-0.87	100.00	314.2284617
-0.91	100.00	314.5864843
-1.04	100.00	315.0406059
-0.90	99.88	315.2710237
-0.70	99.83	315.2349075
-0.90	99.83	315.4995912
-1.10	99.76	315.3074257
-1.18	99.88	315.1860376
-1.20	99.70	315.0366411
