-1.04	96.65	304.54	0.00	0.00
-1.13	95.92	304.14	0.00	0.00
-1.27	95.81	303.70	0.00	0.00
-1.39	95.78	303.43	0.00	0.00
-1.32	95.56	303.32	0.00	0.00
-1.39	95.78	302.45	0.00	0.00
-1.46	96.43	301.56	0.00	0.00
-1.51	97.50	276.91	0.00	0.00
-1.82	97.94	280.36	0.00	0.00
-1.89	98.63	274.56	0.00	0.00
-2.12	98.79	278.70	0.00	0.00
-2.08	98.60	298.93	0.00	0.00
-1.86	98.25	297.19	0.00	0.00
-1.83	97.76	300.03	0.00	0.00
-1.88	95.88	294.22	0.00	0.00
-1.93	95.35	294.05	0.00	0.00
-1.78	95.97	296.49	0.00	0.00
-1.83	96.76	296.65	0.00	0.00
-1.65	96.99	300.01	0.00	11.19
-1.47	97.09	299.37	12.69	110.55
-1.20	96.44	297.32	34.15	242.66
-0.59	94.10	290.43	90.73	350.27
0.04	91.63	298.01	125.35	430.63
0.04	91.90	303.03	137.92	489.53
0.92	88.23	304.50	191.19	532.07
1.11	86.93	305.31	223.33	561.76
2.17	83.88	305.66	246.81	580.89
3.04	79.09	300.09	318.20	590.82
3.57	77.43	300.40	359.81	592.25
2.54	82.94	299.11	347.35	585.26
2.14	84.58	301.13	244.40	569.38
2.50	84.75	309.84	176.78	543.51
2.08	87.43	313.13	156.28	505.69
2.29	87.43	312.96	155.21	452.90
1.83	91.12	312.83	116.72	380.59
1.73	90.73	312.76	111.48	282.90
1.69	91.80	307.56	91.58	157.24
1.23	94.58	307.38	39.03	33.90
0.49	97.17	311.77	3.57	0.00
0.27	98.56	311.34	0.00	0.00
0.13	99.19	311.33	0.00	0.00
0.12	99.46	312.63	0.00	0.00
0.01	99.78	312.10	0.00	0.00
0.12	99.84	307.32	0.00	0.00
0.21	99.95	304.87	0.00	0.00
0.25	99.89	303.44	0.00	0.00
0.24	99.95	308.36	0.00	0.00
0.29	100.00	296.57	0.00	0.00
0.20	99.95	298.51	0.00	0.00
0.20	100.00	289.32	0.00	0.00
0.23	100.00	296.72	0.00	0.00
0.30	100.00	290.04	0.00	0.00
-0.16	99.94	272.54	0.00	0.00
-0.23	100.00	280.62	0.00	0.00
-0.02	100.00	299.00	0.00	0.00
0.10	100.00	304.21	0.00	0.00
0.00	100.00	307.75	0.00	0.00
0.18	100.00	312.14	0.00	0.00
0.14	100.00	313.03	0.00	0.00
0.21	100.00	313.99	0.00	0.00
0.27	100.00	314.88	0.00	0.00
0.43	100.00	314.41	0.00	0.00
0.15	100.00	306.21	0.00	0.00
0.18	100.00	312.66	0.00	0.00
0.38	99.95	315.11	0.00	0.00
0.20	100.00	303.98	0.00	0.00
0.41	99.95	309.34	0.00	13.71
0.28	99.89	302.11	2.17	118.43
0.40	99.47	277.51	25.89	250.43
1.09	97.37	276.15	86.42	356.85
1.55	95.66	285.62	101.63	436.17
2.63	92.52	310.57	144.89	494.32
2.38	92.88	315.94	103.75	536.32
2.50	91.25	318.94	132.95	565.65
2.83	90.13	321.84	110.53	584.55
2.76	91.58	322.73	112.14	594.37
2.74	92.00	322.35	130.47	595.77
2.99	92.30	324.03	135.40	588.86
3.00	93.28	323.63	126.23	573.17
3.38	93.76	323.81	130.57	547.59
3.32	94.34	318.18	118.92	510.24
3.37	92.85	310.37	107.54	458.10
3.17	93.16	304.54	72.66	386.71
2.22	96.85	318.89	23.33	290.18
2.07	97.52	317.48	12.67	165.30
2.10	95.74	319.60	0.00	38.94
1.62	98.11	321.82	0.00	0.00
1.69	99.04	321.84	0.00	0.00
1.45	99.41	321.62	0.00	0.00
1.41	99.66	321.03	0.00	0.00
1.52	99.80	322.03	0.00	0.00
1.58	99.76	322.88	0.00	0.00
2.04	99.67	323.76	0.00	0.00
2.38	99.00	325.57	0.00	0.00
2.43	97.90	325.16	0.00	0.00
2.33	99.12	324.97	0.00	0.00
2.62	97.48	324.41	0.00	0.00
2.39	98.21	323.70	0.00	0.00
2.43	96.19	324.43	0.00	0.00
2.04	98.68	324.08	0.00	0.00
2.06	98.08	323.47	0.00	0.00
2.00	98.91	323.16	0.00	0.00
2.28	97.87	321.89	0.00	0.00
1.88	99.05	319.50	0.00	0.00
1.70	99.52	320.76	0.00	0.00
1.88	99.57	320.58	0.00	0.00
1.92	98.62	318.46	0.00	0.00
1.60	98.07	316.39	0.00	0.00
1.73	97.12	312.74	0.00	0.00
1.75	95.30	309.85	0.00	0.00
1.78	93.53	314.23	0.00	0.00
1.61	91.23	306.32	0.00	0.00
1.70	90.21	314.40	0.00	0.00
1.31	95.35	316.01	0.00	0.00
0.85	97.90	315.54	0.00	16.70
0.66	97.87	315.69	20.40	126.53
0.82	97.07	315.17	47.46	258.23
0.92	96.84	314.22	63.48	363.43
1.16	95.04	312.45	86.17	441.71
1.33	92.20	310.88	121.16	499.09
1.50	86.61	310.50	151.75	540.56
1.37	88.25	312.08	169.14	569.53
2.23	85.62	306.03	240.57	588.19
2.39	83.25	301.53	264.46	597.89
2.79	81.56	296.47	297.41	599.27
2.85	80.82	304.48	305.56	592.43
2.87	81.88	311.59	246.64	576.91
3.07	83.64	309.23	219.60	551.63
3.22	82.67	310.66	235.63	514.73
2.60	88.03	316.68	176.67	463.24
2.16	91.72	312.88	160.60	392.76
2.25	92.09	302.66	95.85	297.39
1.48	95.05	300.17	36.97	173.36
1.12	96.49	313.01	11.27	44.35
0.70	97.77	315.46	0.00	0.00
0.50	98.90	305.68	0.00	0.00
0.30	99.36	312.80	0.00	0.00
0.22	99.57	306.81	0.00	0.00
0.26	99.63	311.65	0.00	0.00
0.20	99.62	298.02	0.00	0.00
0.25	99.89	292.68	0.00	0.00
0.18	99.73	304.74	0.00	0.00
0.18	99.78	308.26	0.00	0.00
0.26	99.68	306.60	0.00	0.00
0.20	99.84	310.35	0.00	0.00
0.26	99.68	308.21	0.00	0.00
0.29	99.79	312.31	0.00	0.00
0.36	100.00	314.07	0.00	0.00
0.32	99.84	313.11	0.00	0.00
0.30	99.68	313.36	0.00	0.00
0.19	99.78	313.80	0.00	0.00
0.17	99.84	312.59	0.00	0.00
0.23	99.89	312.93	0.00	0.00
0.13	99.78	312.86	0.00	0.00
0.22	99.84	312.29	0.00	0.00
0.19	99.79	311.51	0.00	0.00
0.06	99.57	309.11	0.00	0.00
0.10	99.51	310.53	0.00	0.00
